"","MUNICIPIO_2021","DISTRITO_2021","SECCION","Ayuntamiento_2021","Ayuntamiento_2019","Ayuntamiento_2016","Ayuntamiento_2013","Ayuntamiento_2010","Ayuntamiento_2021_votos","Ayuntamiento_2019_votos","Ayuntamiento_2016_votos","Ayuntamiento_2013_votos","Ayuntamiento_2010_votos"
"714","TIJUANA","IX","1053","Morena","Morena","PAN","PRI","PRI",226,136,100,294,289
"715","TIJUANA","IX","1054","Morena","Morena","PAN","PRI","PRI",253,161,90,308,236
"716","TIJUANA","IX","1055","Morena","Morena","PES","PRI","PAN",174,104,63,195,0
"717","TIJUANA","IX","1055","Morena","Morena","PES","PRI","PRI",174,104,63,195,87
"718","TIJUANA","IX","1056","Coalicion","PRI","PAN","PAN","PAN",194,110,109,239,220
"719","TIJUANA","IX","1057","Morena","Morena","PAN","PRI","PRI",192,132,78,195,194
"720","TIJUANA","IX","1058","Morena","PRD","PAN","PRI","PAN",177,137,103,239,201
"721","TIJUANA","IX","1059","Morena","Morena","PAN","PAN","PAN",202,134,120,201,189
"722","TIJUANA","IX","1060","Morena","PRD","PAN","PRI","PRI",183,124,106,211,194
"723","TIJUANA","IX","1061","Morena","Morena","PAN","PRI","PRI",140,92,78,142,113
"724","TIJUANA","IX","1062","Coalicion","Morena","PAN","PRI","PRI",150,89,109,200,193
"725","TIJUANA","IX","1063","Morena","PRD","PAN","PRI","PRI",139,103,81,199,182
"726","TIJUANA","IX","1064","Morena","Morena","PES","PRI","PRI",151,122,65,166,150
"727","TIJUANA","IX","1065","Morena","PRD","PAN","PAN","PRI",128,92,76,145,125
"728","TIJUANA","IX","1066","Morena","PRD","PAN","PRI","PRI",141,109,84,174,173
"729","TIJUANA","IX","1067","Morena","PRD","PAN","PRI","PRI",118,91,96,160,156
"730","TIJUANA","IX","1068","Morena","Morena","PRI","PRI","PRI",95,67,55,157,148
"731","TIJUANA","IX","1069","Morena","PRD","PRI","PRI","PRI",83,106,78,224,195
"732","TIJUANA","IX","1070","Morena","Morena","PAN","PRI","PRI",336,234,132,415,343
"733","TIJUANA","IX","1071","Morena","PRD","PES","PRI","PRI",314,126,102,370,297
"734","TIJUANA","IX","1077","Coalicion","PRD","PAN","PRI","PAN",393,298,181,414,356
"735","TIJUANA","IX","1078","Morena","PRD","PES","PRI","PAN",254,173,134,305,282
"736","TIJUANA","IX","1079","Morena","PRD","PAN","PAN","PAN",211,101,105,210,180
"737","TIJUANA","IX","1080","Morena","Morena","PRI","PRI","PRI",151,109,73,177,140
"738","TIJUANA","IX","1081","Morena","PRD","PRI","PRI","PRI",146,97,87,231,220
"739","TIJUANA","IX","1082","Morena","PRD","PRI","PRI","PRI",119,79,65,202,166
"740","TIJUANA","IX","1083","Morena","PRD","PAN","PRI","PRI",157,105,131,320,261
"741","TIJUANA","IX","1084","Morena","PRD","PAN","PRI","PRI",139,76,69,187,140
"742","TIJUANA","IX","1085","Coalicion","PRD","PAN","PRI","PRI",165,133,78,203,201
"743","TIJUANA","IX","1086","Coalicion","PRI","PAN","PRI","PRI",248,109,110,283,262
"744","TIJUANA","IX","1087","Coalicion","PRD","PAN","PRI","PRI",115,84,71,176,182
"745","TIJUANA","IX","1088","Morena","Morena","PAN","PRI","PRI",145,118,90,235,208
"746","TIJUANA","IX","1089","Morena","PRD","PAN","PRI","PRI",184,129,105,263,231
"747","TIJUANA","IX","1090","Morena","Morena","PAN","PRI","PRI",194,114,99,232,179
"748","TIJUANA","IX","1091","Morena","Morena","PAN","PAN","PAN",171,100,120,174,165
"749","TIJUANA","IX","1092","Morena","PRD","PAN","PRI","PRI",154,115,72,178,188
"750","TIJUANA","IX","1093","Coalicion","PRD","PES","PRI","PAN",358,249,162,378,429
"751","TIJUANA","IX","1094","Coalicion","PRD","PAN","PRI","PRI",380,266,154,345,318
"752","TIJUANA","IX","1095","Morena","PRD","PES","PAN","PRI",270,232,132,337,308
"753","TIJUANA","IX","1105","Coalicion","PRD","PAN","PAN","PRI",313,181,98,204,180
"754","TIJUANA","IX","1106","Morena","PRD","PAN","PAN","PAN",189,142,108,217,0
"755","TIJUANA","IX","1106","Morena","PRD","PAN","PAN","PRI",189,142,108,217,100
"756","TIJUANA","IX","1107","Morena","PRD","PAN","PRI","PAN",216,117,118,267,0
"757","TIJUANA","IX","1107","Morena","PRD","PAN","PRI","PRI",216,117,118,267,126
"758","TIJUANA","IX","1108","Morena","Morena","PAN","PRI","PRI",161,97,64,189,198
"759","TIJUANA","IX","1109","Morena","PRD","PAN","PAN","PRI",203,138,116,268,227
"760","TIJUANA","IX","1110","Morena","Morena","PES","PRI","PRI",219,132,91,241,219
"761","TIJUANA","IX","1111","Morena","Morena","PRI","PRI","PRI",185,128,84,210,222
"762","TIJUANA","IX","1112","Morena","Morena","PAN","PAN","PRI",141,89,69,145,157
"763","TIJUANA","IX","1113","Morena","PRD","PAN","PRI","PRI",129,97,63,151,140
"764","TIJUANA","IX","1114","Morena","Morena","PAN","PRI","PRI",171,128,88,212,177
"765","TIJUANA","IX","1115","Morena","Morena","PAN","PRI","PRI",149,94,86,147,133
"766","TIJUANA","IX","1116","Morena","Morena","PAN","PRI","PRI",403,225,195,442,351
"767","TIJUANA","IX","1133","Coalicion","PRD","PAN","PRI","PRI",139,100,82,173,162
"768","TIJUANA","IX","1134","Coalicion","PRD","PES","PRI","PRI",121,79,70,134,119
"769","TIJUANA","IX","1135","Coalicion","Morena","PAN","PRI","PRI",245,154,87,312,286
"770","TIJUANA","IX","1136","Coalicion","PRD","PAN","PAN","PAN",116,96,77,134,140
"771","TIJUANA","IX","1137","Morena","PRD","PAN","PRI","PAN",298,210,117,331,330
"772","TIJUANA","IX","1299","Morena","PRD","PAN","PAN","PAN",116,84,89,141,156
"773","TIJUANA","IX","1304","Morena","Morena","PAN","PRI","PAN",216,152,95,252,212
"774","TIJUANA","IX","1305","Morena","Morena","PRI","PRI","PRI",202,152,111,275,256
"775","TIJUANA","IX","1306","Morena","PRD","PAN","PAN","PRI",123,69,63,108,89
"776","TIJUANA","IX","1307","Morena","PRD","PAN","PRI","PRI",133,82,68,173,130
"777","TIJUANA","IX","1308","Morena","Morena","PAN","PRI","PAN",172,149,83,268,0
"778","TIJUANA","IX","1308","Morena","Morena","PAN","PRI","PRI",172,149,83,268,111
"779","TIJUANA","IX","1309","Morena","Morena","MORENA","PRI","PRI",259,151,87,322,275
"780","TIJUANA","IX","1315","Morena","Morena","PAN","PRI","PRI",100,84,66,183,174
"781","TIJUANA","IX","1316","Morena","Morena","PAN","PRI","PRI",172,111,93,151,163
"782","TIJUANA","IX","1317","Morena","Morena","PAN","PRI","PRI",231,145,110,277,272
"783","TIJUANA","IX","1323","Morena","PRD","PAN","PRI","PRI",134,71,53,112,115
"784","TIJUANA","IX","1324","Morena","PRD","PAN","PRI","PRI",184,137,80,206,163
"785","TIJUANA","VI","1388","Morena","Morena","PRI","PAN","PAN",523,188,120,255,157
"786","TIJUANA","VI","1422","Morena","Morena","PAN","PRI","PRI",151,134,121,217,139
"787","TIJUANA","VI","1423","Morena","Morena","PAN","PAN","PAN",147,92,55,141,103
"788","TIJUANA","VI","1424","Morena","Morena","PAN","PRI","PRI",290,179,111,205,150
"789","TIJUANA","VI","1425","Morena","Morena","PAN","PAN","PRI",286,178,151,259,181
"790","TIJUANA","VI","1426","Morena","Morena","PAN","PAN","PRI",236,112,69,152,103
"791","TIJUANA","VI","1427","Morena","Morena","PAN","PAN","PAN",389,176,126,217,137
"792","TIJUANA","VI","1428","Morena","Morena","PAN","PRI","PRI",287,239,168,293,200
"793","TIJUANA","VI","1429","Morena","Morena","PAN","PRI","PRI",274,138,104,205,128
"794","TIJUANA","VI","1430","Morena","Morena","PAN","PRI","PRI",177,84,58,106,88
"795","TIJUANA","VI","1431","Morena","Morena","PAN","PAN","PRI",334,181,103,218,170
"796","TIJUANA","VI","1432","Morena","Morena","PAN","PRI","PRI",227,157,76,236,164
"797","TIJUANA","VI","1433","Morena","Morena","PAN","PAN","PRI",194,107,62,161,123
"798","TIJUANA","VI","1434","Morena","Morena","PAN","PRI","PRI",287,154,59,195,124
"799","TIJUANA","VI","1435","Morena","Morena","PAN","PRI","PRI",144,90,47,128,101
"800","TIJUANA","VI","1436","Morena","Morena","PAN","PRI","PRI",123,110,73,147,138
"801","TIJUANA","VI","1437","Morena","Morena","PAN","PRI","PRI",233,133,68,190,136
"802","TIJUANA","VI","1438","Morena","Morena","PAN","PRI","PRI",220,115,62,161,111
"803","TIJUANA","VI","1439","Morena","Morena","PAN","PAN","PRI",203,98,123,158,145
"804","TIJUANA","VI","1440","Morena","Morena","PAN","PAN","PRI",346,175,142,308,195
"805","TIJUANA","VI","1441","Morena","Morena","PRI","PRI","PRI",217,109,72,180,118
"806","TIJUANA","VI","1442","Morena","Morena","PAN","PAN","PRI",208,145,95,204,136
"807","TIJUANA","VI","1443","Morena","Morena","PRI","PRI","PRI",135,79,50,128,99
"808","TIJUANA","VI","1444","Morena","Morena","PAN","PAN","PRI",178,74,61,110,70
"809","TIJUANA","VI","1445","Morena","Morena","PAN","PRI","PRI",190,102,84,152,120
"810","TIJUANA","VI","1446","Morena","Morena","PAN","PAN","PAN",186,114,84,130,110
"811","TIJUANA","VI","1447","Morena","Morena","PAN","PRI","PRI",573,218,144,313,132
"812","TIJUANA","VI","1448","Morena","Morena","PAN","PRI","PRI",255,138,106,191,104
"813","TIJUANA","VI","1449","Morena","Morena","PAN","PRI","PRI",255,129,105,199,82
"814","TIJUANA","VI","1450","Morena","Morena","PAN","PRI","PRI",282,111,103,186,110
"815","TIJUANA","VI","1451","Morena","Morena","PAN","PRI","PRI",199,132,118,234,121
"816","TIJUANA","VI","1452","Morena","Morena","PAN","PRI","PRI",236,132,99,248,152
"817","TIJUANA","VI","1454","Morena","Morena","PAN","PAN","PAN",225,123,72,120,84
"818","TIJUANA","VI","1455","Morena","Morena","PAN","PRI","PRI",195,100,58,186,127
"819","TIJUANA","VI","1456","Morena","Morena","PRI","PRI","PRI",229,122,56,149,128
"820","TIJUANA","VI","1457","Morena","Morena","PAN","PRI","PRI",152,84,33,94,58
"821","TIJUANA","VI","1458","Morena","Morena","PAN","PRI","PAN",182,97,59,183,101
"822","TIJUANA","VI","1459","Morena","Morena","PAN","PRI","PRI",185,86,55,171,124
"823","TIJUANA","VII","1049","Morena","Morena","PAN","PAN","PAN",1471,669,527,1057,932
"824","TIJUANA","VII","1050","Morena","Morena","PAN","PAN","PAN",2650,1066,1026,1889,1330
"825","TIJUANA","VII","1124","Morena","PRD","PES","PRI","PRI",394,211,165,351,229
"826","TIJUANA","VII","1125","Morena","PRD","PAN","PRI","PAN",1497,855,658,1028,842
"827","TIJUANA","VII","1126","Morena","PRD","PAN","PAN","PAN",362,175,118,281,244
"828","TIJUANA","VII","1127","Morena","PRD","PAN","PRI","PRI",316,151,116,279,188
"829","TIJUANA","VII","1153","Morena","Morena","PES","PRI","PRI",1404,686,369,1216,978
"830","TIJUANA","VII","1371","Morena","Morena","PAN","PRI","PAN",207,108,56,147,118
"831","TIJUANA","VII","1372","Morena","Morena","PT","PRI","PRI",193,80,37,144,88
"832","TIJUANA","VII","1373","Morena","Morena","PES","PRI","PRI",335,154,86,218,173
"833","TIJUANA","VII","1374","Morena","Morena","PAN","PRI","PRI",250,111,73,193,157
"834","TIJUANA","VII","1375","Morena","Morena","PRI","PRI","PRI",217,110,62,205,110
"835","TIJUANA","VII","1376","Morena","Morena","PAN","PRI","PRI",196,106,62,161,109
"836","TIJUANA","VII","1377","Morena","Morena","PAN","PRI","PRI",203,106,64,192,124
"837","TIJUANA","VII","1378","Morena","Morena","PES","PRI","PAN",147,77,47,102,92
"838","TIJUANA","VII","1380","Morena","Morena","PAN","PRI","PAN",224,148,79,202,123
"839","TIJUANA","VII","1381","Morena","Morena","PAN","PAN","PAN",214,138,66,172,118
"840","TIJUANA","VII","1382","Morena","Morena","PES","PRI","PRI",295,126,70,220,170
"841","TIJUANA","VII","1383","Morena","Morena","PAN","PRI","PRI",214,103,63,226,147
"842","TIJUANA","VII","1384","Morena","Morena","PES","PRI","PRI",331,160,96,221,145
"843","TIJUANA","VII","1389","Morena","Morena","PAN","PRI","PAN",230,114,69,164,81
"844","TIJUANA","VII","1390","Morena","Morena","PAN","PAN","PAN",164,134,99,164,114
"845","TIJUANA","VII","1391","Morena","Morena","PAN","PAN","PAN",210,83,55,105,60
"846","TIJUANA","VII","1392","Morena","Morena","PRI","PRI","PRI",125,83,49,141,95
"847","TIJUANA","VII","1393","Morena","Morena","PAN","PRI","PAN",155,92,48,137,82
"848","TIJUANA","VII","1394","Morena","PRD","PES","PRI","PAN",186,120,99,153,103
"849","TIJUANA","VII","1395","Morena","PRD","PES","PAN","PAN",174,121,92,170,111
"850","TIJUANA","VII","1396","Morena","PRD","PAN","PAN","PAN",176,93,65,133,108
"851","TIJUANA","VII","1397","Morena","PRD","PAN","PAN","PAN",205,103,67,158,109
"852","TIJUANA","VII","1398","Morena","PRD","PES","PAN","PAN",224,118,90,177,155
"853","TIJUANA","VII","1399","Morena","Morena","PAN","PRI","PAN",229,131,65,146,155
"854","TIJUANA","VII","1400","Morena","Morena","PES","PRI","PAN",188,96,77,175,92
"855","TIJUANA","VII","1401","Morena","PRD","PES","PRI","PAN",236,133,124,218,140
"856","TIJUANA","VII","1402","Morena","PRD","PES","PAN","PAN",146,95,81,121,81
"857","TIJUANA","VII","1403","Morena","Morena","PES","PRI","PRI",216,118,85,147,121
"858","TIJUANA","VII","1404","Morena","Morena","PAN","PRI","PAN",224,93,54,150,105
"859","TIJUANA","VII","1405","Morena","PRD","PES","PAN","PAN",218,114,87,158,127
"860","TIJUANA","VII","1406","Morena","Morena","PAN","PRI","PAN",284,153,86,229,124
"861","TIJUANA","VII","1407","Morena","Morena","PES","PRI","PRI",229,109,50,150,94
"862","TIJUANA","VII","1408","Morena","Morena","PES","PRI","PAN",163,89,48,118,84
"863","TIJUANA","VII","1409","Morena","Morena","PAN","PRI","PRI",204,110,45,123,77
"864","TIJUANA","VII","1410","Morena","Morena","PAN","PRI","PRI",224,112,56,133,94
"865","TIJUANA","VII","1411","Morena","Morena","PES","PRI","PRI",243,112,72,130,85
"866","TIJUANA","VII","1412","Morena","Morena","PAN","PAN","PAN",252,125,72,137,112
"867","TIJUANA","VII","1413","Morena","Morena","PAN","PRI","PAN",367,204,106,210,179
"868","TIJUANA","VII","1414","Morena","Morena","PAN","PAN","PAN",305,143,81,188,135
"869","TIJUANA","VII","1415","Morena","PT","PAN","PRI","PRI",465,173,134,273,197
"870","TIJUANA","VII","1416","Morena","Morena","PAN","PRI","PAN",391,159,88,235,154
"871","TIJUANA","VII","1417","Morena","Morena","PAN","PAN","PAN",378,184,142,199,105
"872","TIJUANA","VII","1418","Morena","Morena","PAN","PRI","PRI",312,122,97,194,124
"873","TIJUANA","VII","1419","Morena","Morena","PAN","PRI","PAN",192,125,74,175,176
"874","TIJUANA","VII","1420","Morena","PRD","PAN","PAN","PAN",175,116,66,142,105
"875","TIJUANA","VIII","0964","Coalicion","PRD","PAN","PAN","PAN",198,123,99,216,176
"876","TIJUANA","VIII","0965","Coalicion","PRD","PES","PAN","PAN",173,117,83,195,210
"877","TIJUANA","VIII","1014","Coalicion","PRD","PES","PAN","PRI",132,128,76,192,174
"878","TIJUANA","VIII","1045","Coalicion","PRD","PAN","PAN","PRI",241,196,116,294,277
"879","TIJUANA","VIII","1046","Morena","PRD","PAN","PAN","PAN",142,75,65,142,131
"880","TIJUANA","VIII","1047","Morena","Morena","PAN","PRI","PAN",334,184,136,279,277
"881","TIJUANA","VIII","1048","Morena","Morena","PAN","PAN","PAN",424,227,144,328,307
"882","TIJUANA","VIII","1051","Morena","Morena","PAN","PAN","PAN",200,123,98,221,218
"883","TIJUANA","VIII","1052","Morena","PRD","PES","PAN","PAN",359,200,132,304,296
"884","TIJUANA","VIII","1072","Morena","Morena","PAN","PAN","PRI",181,117,67,160,162
"885","TIJUANA","VIII","1073","Morena","Morena","PAN","PRI","PRI",204,112,71,189,155
"886","TIJUANA","VIII","1074","Morena","Morena","PAN","PAN","PAN",196,101,93,214,195
"887","TIJUANA","VIII","1075","Morena","PRD","PAN","PAN","PAN",199,121,91,230,201
"888","TIJUANA","VIII","1076","Morena","PRD","PAN","PAN","PAN",669,424,268,578,441
"889","TIJUANA","VIII","1096","Morena","PRD","PAN","PAN","PRI",407,196,133,308,286
"890","TIJUANA","VIII","1097","Coalicion","PRD","PAN","PAN","PAN",734,596,352,800,568
"891","TIJUANA","VIII","1098","Morena","Morena","PAN","PRI","PRI",457,241,186,411,338
"892","TIJUANA","VIII","1099","Morena","PRD","PAN","PAN","PAN",292,175,172,318,309
"893","TIJUANA","VIII","1100","Morena","PRD","PAN","PAN","PRI",279,159,153,282,221
"894","TIJUANA","VIII","1101","Morena","PRD","PAN","PAN","PAN",790,427,366,765,663
"895","TIJUANA","VIII","1102","Coalicion","Morena","PAN","PAN","PAN",224,151,90,224,185
"896","TIJUANA","VIII","1103","Morena","Morena","PAN","PRI","PRI",644,336,242,696,601
"897","TIJUANA","VIII","1104","Coalicion","PRD","PAN","PAN","PAN",340,221,112,223,179
"898","TIJUANA","VIII","1117","Coalicion","PRD","PES","PAN","PRI",119,71,49,114,104
"899","TIJUANA","VIII","1118","Morena","Morena","PAN","PRI","PRI",261,136,100,272,252
"900","TIJUANA","VIII","1119","Morena","Morena","PAN","PRI","PRI",688,353,267,644,574
"901","TIJUANA","VIII","1120","Morena","Morena","PAN","PAN","PAN",184,92,40,126,90
"902","TIJUANA","VIII","1121","Morena","PRD","PAN","PRI","PAN",389,216,149,333,302
"903","TIJUANA","VIII","1122","Morena","PRD","PAN","PAN","PAN",1378,727,507,1133,886
"904","TIJUANA","VIII","1123","Morena","Morena","PAN","PRI","PAN",595,311,210,458,342
"905","TIJUANA","VIII","1128","Morena","Morena","PAN","PRI","PRI",1003,408,272,753,545
"906","TIJUANA","VIII","1129","Morena","PRD","PAN","PRI","PRI",288,143,80,227,204
"907","TIJUANA","VIII","1130","Morena","PRD","PES","PRI","PRI",115,80,49,167,116
"908","TIJUANA","VIII","1131","Coalicion","PRD","PES","PAN","PAN",298,238,161,268,249
"909","TIJUANA","VIII","1132","Morena","PRD","PAN","PAN","PAN",263,215,149,296,282
"910","TIJUANA","VIII","1138","Morena","PRD","PES","PRI","PRI",298,223,139,317,298
"911","TIJUANA","VIII","1139","Morena","PRD","PES","PRI","PRI",228,161,118,269,250
"912","TIJUANA","VIII","1140","Coalicion","PRD","PES","PAN","PAN",1046,772,529,839,681
"913","TIJUANA","VIII","1141","Morena","PRD","PAN","PAN","PAN",317,191,139,335,309
"914","TIJUANA","VIII","1142","Morena","PRD","PAN","PAN","PAN",246,199,148,321,313
"915","TIJUANA","VIII","1143","Morena","Morena","PAN","PAN","PAN",712,332,309,548,494
"916","TIJUANA","VIII","1144","Morena","PRD","PAN","PAN","PAN",727,274,127,371,305
"917","TIJUANA","VIII","1145","Morena","PRD","PAN","PRI","PAN",449,266,202,369,358
"918","TIJUANA","VIII","1146","Morena","PRD","PAN","PRI","PAN",430,244,177,385,350
"919","TIJUANA","VIII","1147","Morena","PRD","PAN","PAN","PAN",457,259,193,423,369
"920","TIJUANA","VIII","1148","Coalicion","PRD","PAN","PAN","PAN",76,65,50,118,118
"921","TIJUANA","VIII","1149","Morena","PRD","PAN","PRI","PAN",689,342,246,524,477
"922","TIJUANA","VIII","1150","Morena","PRD","PES","PAN","PAN",1679,933,658,1286,1080
"923","TIJUANA","VIII","1151","Morena","PRD","PES","PRI","PAN",928,512,304,574,438
"924","TIJUANA","VIII","1154","Morena","Morena","PAN","PAN","PRI",229,260,128,329,287
"925","TIJUANA","VIII","1155","Morena","PRD","PES","PAN","PAN",830,434,297,628,430
"926","TIJUANA","VIII","1156","Morena","Morena","PAN","PRI","PRI",496,272,150,390,280
"927","TIJUANA","VIII","1160","Morena","Morena","PAN","PRI","PAN",315,179,137,259,268
"928","TIJUANA","VIII","1161","Morena","PRD","PES","PRI","PAN",88,61,42,103,106
"929","TIJUANA","VIII","1162","Morena","PRD","PES","PRI","PAN",333,222,155,330,293
"930","TIJUANA","VIII","1163","Coalicion","PRI","PES","PAN","PRI",671,794,228,404,295
"931","TIJUANA","VIII","1164","Morena","Morena","PES","PRI","PRI",557,324,235,569,440
"932","TIJUANA","VIII","1176","Morena","Morena","PAN","PAN","PAN",147,85,68,141,157
"933","TIJUANA","VIII","1300","Coalicion","PRD","PES","PAN","PAN",885,597,367,848,657
"934","TIJUANA","VIII","1301","Morena","PRD","PES","PRI","PRI",171,91,57,152,162
"935","TIJUANA","VIII","1302","Morena","PRD","PES","PRI","PAN",588,288,212,444,368
"936","TIJUANA","VIII","1303","Morena","Morena","PAN","PAN","PAN",199,117,84,173,190
"937","TIJUANA","VIII","1310","Morena","PRD","PAN","PRI","PAN",196,89,77,206,157
"938","TIJUANA","VIII","1311","Morena","Morena","PAN","PAN","PAN",199,69,102,226,195
"939","TIJUANA","VIII","1312","Morena","PRD","PAN","PAN","PAN",201,113,115,206,166
"940","TIJUANA","VIII","1313","Morena","Morena","PAN","PAN","PAN",157,102,95,188,134
"941","TIJUANA","VIII","1314","Morena","PRD","PAN","PAN","PRI",239,187,119,267,238
"942","TIJUANA","VIII","1318","Coalicion","PRD","PES","PAN","PRI",363,303,193,353,276
"943","TIJUANA","VIII","1319","Morena","Morena","PAN","PRI","PAN",354,209,163,281,271
"944","TIJUANA","VIII","1320","Morena","PRD","PES","PAN","PAN",285,180,124,247,238
"945","TIJUANA","VIII","1321","Morena","Morena","PAN","PRI","PRI",771,387,301,697,545
"946","TIJUANA","VIII","1322","Morena","Morena","PAN","PRI","PRI",196,129,84,211,160
"947","TIJUANA","VIII","1325","Morena","Morena","PAN","PRI","PAN",157,102,71,169,154
"948","TIJUANA","VIII","1326","Morena","PRD","PES","PAN","PAN",407,257,175,387,326
"949","TIJUANA","VIII","1327","Coalicion","PRD","PES","PAN","PAN",639,498,305,587,479
"950","TIJUANA","VIII","1328","Morena","Morena","PAN","PRI","PAN",1213,578,417,939,789
"951","TIJUANA","VIII","1329","Morena","PRD","PES","PRI","PRI",264,144,89,290,220
"952","TIJUANA","VIII","1330","Morena","Morena","PES","PRI","PRI",398,243,129,251,195
"953","TIJUANA","VIII","1331","Morena","Morena","PES","PRI","PRI",322,127,87,234,214
"954","TIJUANA","VIII","1332","Morena","Morena","PAN","PRI","PAN",198,143,104,231,205
"955","TIJUANA","VIII","1333","Morena","PRD","PRI","PRI","PAN",146,91,67,143,148
"956","TIJUANA","VIII","1334","Morena","PRD","PAN","PAN","PAN",210,109,112,225,206
"957","TIJUANA","VIII","1335","Morena","PRD","PAN","PRI","PAN",304,99,157,298,321
"958","TIJUANA","X","0739","Coalicion","PRD","PES","PRI","PAN",285,200,152,242,216
"959","TIJUANA","X","0740","Coalicion","Morena","PES","PAN","PRI",222,133,141,261,220
"960","TIJUANA","X","0741","Coalicion","PRD","PES","PRI","PRI",173,139,109,235,233
"961","TIJUANA","X","0742","Morena","Morena","PES","PRI","PRI",392,238,157,238,256
"962","TIJUANA","X","0743","Morena","Morena","PES","PRI","PRI",132,104,85,178,138
"963","TIJUANA","X","0744","Coalicion","PRD","PAN","PRI","PRI",109,86,93,170,147
"964","TIJUANA","X","0745","Coalicion","PRD","PRI","PRI","PRI",89,74,82,172,138
"965","TIJUANA","X","0746","Coalicion","Morena","PAN","PRI","PAN",134,122,95,204,190
"966","TIJUANA","X","0747","Morena","PRD","PES","PRI","PRI",104,88,70,180,196
"967","TIJUANA","X","0748","Morena","PRD","PRI","PRI","PRI",127,84,57,164,145
"968","TIJUANA","X","0749","Morena","Morena","PRI","PRI","PRI",159,104,75,190,189
"969","TIJUANA","X","0750","Morena","Morena","PRI","PRI","PAN",79,91,74,205,0
"970","TIJUANA","X","0750","Morena","Morena","PRI","PRI","PRI",79,91,74,205,98
"971","TIJUANA","X","0751","Morena","Morena","PAN","PRI","PRI",133,90,80,184,215
"972","TIJUANA","X","0752","Morena","Morena","PRI","PRI","PAN",58,39,42,113,0
"973","TIJUANA","X","0752","Morena","Morena","PRI","PRI","PRI",58,39,42,113,56
"974","TIJUANA","X","0753","Morena","Morena","PRI","PRI","PRI",117,97,59,159,164
"975","TIJUANA","X","0754","Morena","Morena","PRI","PRI","PRI",129,81,62,171,133
"976","TIJUANA","X","0755","Morena","Morena","PRI","PRI","PRI",141,104,55,156,114
"977","TIJUANA","X","0756","Morena","PRD","PAN","PRI","PRI",155,97,80,217,194
"978","TIJUANA","X","0757","Morena","Morena","PRI","PRI","PRI",163,111,78,190,186
"979","TIJUANA","X","0758","Morena","Morena","PRI","PRI","PRI",142,99,84,182,168
"980","TIJUANA","X","0759","Coalicion","Morena","PES","PRI","PRI",95,84,48,127,101
"981","TIJUANA","X","0760","Morena","Morena","PES","PRI","PRI",99,93,53,128,142
"982","TIJUANA","X","0761","Morena","Morena","PES","PRI","PRI",210,179,120,296,270
"983","TIJUANA","X","0766","Morena","PRD","PES","PRI","PRI",582,358,268,541,511
"984","TIJUANA","X","0767","Morena","Morena","PES","PRI","PRI",222,146,99,250,276
"985","TIJUANA","X","0768","Morena","Morena","PAN","PAN","PRI",157,116,87,179,196
"986","TIJUANA","X","0769","Morena","Morena","PES","PRI","PRI",142,97,82,254,223
"987","TIJUANA","X","0770","Morena","PRD","PRI","PRI","PRI",95,95,64,175,147
"988","TIJUANA","X","0771","Morena","Morena","PES","PRI","PRI",189,124,99,231,188
"989","TIJUANA","X","0772","Coalicion","Morena","PAN","PAN","PRI",141,103,74,175,162
"990","TIJUANA","X","0773","Morena","Morena","PRI","PRI","PRI",120,101,73,134,124
"991","TIJUANA","X","0774","Morena","Morena","PAN","PRI","PRI",96,72,50,113,107
"992","TIJUANA","X","0775","Coalicion","PRD","PES","PRI","PRI",88,73,51,117,112
"993","TIJUANA","X","0776","Coalicion","PRD","PAN","PRI","PRI",146,99,77,182,179
"994","TIJUANA","X","0777","Coalicion","PRD","PAN","PAN","PAN",166,102,126,235,193
"995","TIJUANA","X","0778","Morena","PRD","PES","PRI","PRI",132,85,61,160,146
"996","TIJUANA","X","0779","Morena","Morena","PRI","PRI","PRI",94,66,53,134,99
"997","TIJUANA","X","0780","Morena","PRD","PES","PAN","PRI",83,48,31,84,116
"998","TIJUANA","X","0781","Morena","Morena","PES","PRI","PAN",85,55,31,87,0
"999","TIJUANA","X","0782","Morena","PRD","PAN","PRI","PRI",89,59,39,121,136
"1000","TIJUANA","X","0783","Morena","Morena","PES","PRI","PRI",115,226,167,155,162
"1001","TIJUANA","X","0784","Coalicion","Morena","PAN","PRI","PRI",85,77,40,118,115
"1002","TIJUANA","X","0785","Morena","Morena","PAN","PRI","PAN",147,84,46,158,140
"1003","TIJUANA","X","0786","Morena","Morena","PAN","PAN","PRI",142,104,70,158,164
"1004","TIJUANA","X","0787","Morena","PRD","PES","PAN","PRI",150,102,70,197,191
"1005","TIJUANA","X","0788","Morena","Morena","PAN","PRI","PRI",106,85,65,128,127
"1006","TIJUANA","X","0789","Morena","PRD","PAN","PAN","PRI",135,89,67,211,161
"1007","TIJUANA","X","0790","Morena","Morena","PAN","PRI","PRI",256,173,101,296,247
"1008","TIJUANA","X","0791","Morena","PRD","PES","PRI","PRI",124,91,56,148,105
"1009","TIJUANA","X","0792","Morena","Morena","PAN","PAN","PRI",145,104,68,171,175
"1010","TIJUANA","X","0793","Coalicion","PRD","PAN","PRI","PRI",117,81,88,180,172
"1011","TIJUANA","X","0794","Morena","Morena","PAN","PRI","PRI",193,138,131,257,252
"1012","TIJUANA","X","0795","Morena","PRD","PAN","PAN","PRI",199,143,93,211,218
