"","MUNICIPIO_2021","DISTRITO_2021","SECCION","Ayuntamiento_2021","Ayuntamiento_2019","Ayuntamiento_2016","Ayuntamiento_2013","Ayuntamiento_2010","Ayuntamiento_2021_votos","Ayuntamiento_2019_votos","Ayuntamiento_2016_votos","Ayuntamiento_2013_votos","Ayuntamiento_2010_votos"
"1013","TIJUANA","X","0800","Morena","PRD","PES","PRI","PRI",327,197,149,331,297
"1014","TIJUANA","X","0801","Morena","Morena","PES","PRI","PRI",182,118,83,220,191
"1015","TIJUANA","X","0802","Morena","Morena","PAN","PAN","PRI",211,136,121,226,228
"1016","TIJUANA","X","0803","Morena","Morena","PAN","PRI","PRI",258,171,146,323,291
"1017","TIJUANA","X","0804","Morena","Morena","PAN","PRI","PRI",204,146,114,293,278
"1018","TIJUANA","X","0805","Coalicion","Morena","PAN","PRI","PRI",146,154,107,294,250
"1019","TIJUANA","X","0806","Morena","PRD","PES","PRI","PRI",143,70,61,177,157
"1020","TIJUANA","X","0807","Morena","PRD","PES","PRI","PRI",199,103,91,270,261
"1021","TIJUANA","X","0808","Coalicion","PRD","PAN","PAN","PRI",145,101,102,214,204
"1022","TIJUANA","X","0809","Morena","Morena","PES","PRI","PRI",130,84,62,140,150
"1023","TIJUANA","X","0810","Morena","PRD","PES","PAN","PRI",106,88,64,153,143
"1024","TIJUANA","X","0811","Morena","PRD","PAN","PRI","PRI",134,75,84,189,199
"1025","TIJUANA","X","0812","Morena","PRD","PAN","PRI","PRI",114,70,59,152,136
"1026","TIJUANA","X","0813","Morena","PRD","PRI","PRI","PRI",83,58,45,119,98
"1027","TIJUANA","X","0814","Coalicion","PRD","PRI","PRI","PRI",101,86,65,164,162
"1028","TIJUANA","X","0815","Morena","Morena","PRI","PRI","PRI",108,60,51,121,118
"1029","TIJUANA","X","0816","Coalicion","Morena","PRI","PRI","PRI",122,67,84,170,161
"1030","TIJUANA","X","0817","Morena","PRD","PRI","PRI","PRI",111,80,100,154,158
"1031","TIJUANA","X","0818","Morena","Morena","PRI","PRI","PRI",114,84,66,142,158
"1032","TIJUANA","X","0819","Morena","Morena","PAN","PRI","PRI",147,107,70,180,146
"1033","TIJUANA","X","0820","Morena","PRD","PAN","PAN","PAN",198,150,110,212,195
"1034","TIJUANA","X","0821","Morena","PRD","PES","PAN","PRI",208,179,111,244,255
"1035","TIJUANA","X","0822","Morena","PRD","PES","PRI","PRI",207,145,104,256,238
"1036","TIJUANA","X","0823","Morena","Morena","PAN","PAN","PRI",190,114,81,179,184
"1037","TIJUANA","X","0824","Morena","Morena","PES","PRI","PRI",211,124,85,204,212
"1038","TIJUANA","X","0825","Morena","Morena","PRI","PRI","PRI",159,119,66,229,212
"1039","TIJUANA","X","0826","Morena","Morena","PRI","PRI","PRI",170,126,91,272,292
"1040","TIJUANA","X","0835","Morena","Morena","PAN","PRI","PRI",130,91,70,140,157
"1041","TIJUANA","X","0836","Morena","PRD","PAN","PRI","PRI",169,96,70,177,165
"1042","TIJUANA","X","0837","Morena","PRD","PES","PRI","PRI",148,130,117,205,180
"1043","TIJUANA","X","0838","Morena","PRD","PES","PAN","PAN",189,141,108,222,205
"1044","TIJUANA","X","0839","Morena","Morena","PAN","PAN","PRI",132,83,72,153,147
"1045","TIJUANA","X","0840","Morena","Morena","PAN","PAN","PAN",150,71,112,200,217
"1046","TIJUANA","X","0841","Morena","Morena","PRI","PRI","PRI",113,79,63,152,143
"1047","TIJUANA","X","0846","Morena","Morena","PAN","PRI","PRI",203,137,119,282,285
"1048","TIJUANA","X","0847","Morena","PRD","PES","PAN","PAN",199,154,110,236,0
"1049","TIJUANA","X","0847","Morena","PRD","PES","PAN","PRI",199,154,110,236,121
"1050","TIJUANA","X","0848","Morena","Morena","PRI","PRI","PRI",201,146,50,225,180
"1051","TIJUANA","X","0849","Morena","Morena","PAN","PAN","PRI",191,120,56,208,193
"1052","TIJUANA","X","0850","Morena","Morena","PAN","PAN","PAN",333,228,254,397,370
"1053","TIJUANA","X","0851","Morena","Morena","PAN","PAN","PRI",291,187,179,316,275
"1054","TIJUANA","X","0861","Morena","Morena","PAN","PRI","PRI",149,90,64,171,166
"1055","TIJUANA","X","0862","Morena","Morena","PRI","PRI","PRI",79,74,58,157,132
"1056","TIJUANA","X","0863","Morena","Morena","PAN","PAN","PAN",122,89,73,116,111
"1057","TIJUANA","X","0865","Morena","Morena","PES","PRI","PRI",145,111,71,187,173
"1058","TIJUANA","X","0866","Morena","Morena","PRI","PRI","PRI",103,81,49,134,127
"1059","TIJUANA","X","0867","Morena","PRD","PES","PRI","PRI",78,81,63,118,139
"1060","TIJUANA","X","0868","Morena","PRD","PAN","PRI","PRI",160,66,54,147,142
"1061","TIJUANA","X","0873","Morena","Morena","PRI","PRI","PRI",94,70,37,105,126
"1062","TIJUANA","X","0874","Morena","Morena","PAN","PRI","PRI",172,94,48,179,200
"1063","TIJUANA","X","0875","Morena","PRD","PES","PRI","PRI",98,70,68,118,136
"1064","TIJUANA","X","0876","Morena","Morena","PES","PRI","PAN",94,66,40,124,114
"1065","TIJUANA","X","0877","Coalicion","PRD","PES","PRI","PRI",176,158,31,85,75
"1066","TIJUANA","X","0878","Morena","Morena","PES","PRI","PRI",108,75,44,117,117
"1067","TIJUANA","X","0879","Coalicion","Morena","PAN","PRI","PRI",53,33,30,77,80
"1068","TIJUANA","X","0888","Coalicion","PRD","PAN","PRI","PRI",231,134,60,180,177
"1069","TIJUANA","X","0889","Coalicion","PRD","PES","PRI","PRI",170,90,52,166,153
"1070","TIJUANA","X","0890","Coalicion","PRD","PAN","PRI","PRI",140,77,46,131,126
"1071","TIJUANA","X","0891","Coalicion","PRD","PRI","PRI","PRI",196,176,157,121,145
"1072","TIJUANA","X","0892","Morena","PRD","PES","PRI","PRI",78,81,59,131,129
"1073","TIJUANA","X","0893","Morena","Morena","PRI","PRI","PRI",114,74,70,164,139
"1074","TIJUANA","X","0894","Morena","Morena","PAN","PRI","PRI",185,130,87,241,240
"1075","TIJUANA","X","0895","Morena","Morena","PES","PRI","PRI",142,115,63,151,155
"1076","TIJUANA","X","0896","Morena","Morena","PAN","PRI","PRI",134,79,62,140,152
"1077","TIJUANA","X","0897","Coalicion","PRD","PAN","PRI","PRI",259,142,98,192,214
"1078","TIJUANA","X","0898","Coalicion","PRD","C..GASTÃ.N.LUKEN.GARZA","PRI","PRI",417,187,116,300,232
"1079","TIJUANA","X","0899","Coalicion","PRD","PAN","PRI","PRI",144,85,55,112,114
"1080","TIJUANA","X","0902","Coalicion","PRD","PES","PAN","PAN",594,315,141,318,223
"1081","TIJUANA","X","0903","Coalicion","PRD","PAN","PRI","PAN",510,269,124,287,0
"1082","TIJUANA","X","0903","Coalicion","PRD","PAN","PRI","PRI",510,269,124,287,123
"1083","TIJUANA","X","0904","Coalicion","PRD","PES","PRI","PAN",114,94,67,186,0
"1084","TIJUANA","X","0904","Coalicion","PRD","PES","PRI","PRI",114,94,67,186,103
"1085","TIJUANA","X","0905","Morena","Morena","PES","PRI","PRI",91,61,55,109,121
"1086","TIJUANA","X","0906","Morena","Morena","PRI","PRI","PRI",85,65,52,124,129
"1087","TIJUANA","X","0907","Morena","PRD","PRI","PRI","PRI",65,60,49,111,102
"1088","TIJUANA","X","0908","Morena","PRD","PES","PRI","PRI",133,107,77,196,128
"1089","TIJUANA","X","0909","Morena","Morena","PAN","PAN","PAN",80,51,58,100,96
"1090","TIJUANA","X","0910","Morena","PRD","PRI","PRI","PRI",123,89,85,174,158
"1091","TIJUANA","X","0911","Morena","Morena","PAN","PAN","PAN",84,155,106,197,186
"1092","TIJUANA","X","0912","Morena","Morena","PAN","PRI","PRI",145,92,61,139,134
"1093","TIJUANA","X","0913","Morena","Morena","PAN","PAN","PRI",116,73,70,137,148
"1094","TIJUANA","X","0914","Morena","PRD","PAN","PRI","PRI",97,81,49,189,126
"1095","TIJUANA","X","0915","Morena","Morena","PRI","PRI","PRI",96,64,59,120,112
"1096","TIJUANA","X","0916","Coalicion","PRD","PAN","PRI","PAN",222,122,89,183,176
"1097","TIJUANA","X","0917","Morena","PRD","PAN","PRI","PRI",183,113,105,253,220
"1098","TIJUANA","X","0918","Morena","Morena","PRI","PRI","PRI",75,50,35,146,110
"1099","TIJUANA","X","0919","Morena","PRD","PAN","PRI","PRI",170,139,86,195,184
"1100","TIJUANA","X","0920","Morena","Morena","PRI","PRI","PRI",120,80,69,149,156
"1101","TIJUANA","X","0921","Morena","PRD","PES","PRI","PRI",85,59,49,103,106
"1102","TIJUANA","X","0922","Morena","PRD","PAN","PRI","PRI",181,121,100,226,199
"1103","TIJUANA","X","0923","Coalicion","PRD","PAN","PRI","PRI",120,81,76,220,174
"1104","TIJUANA","X","0924","Morena","Morena","PAN","PAN","PAN",151,94,88,184,175
"1105","TIJUANA","X","0925","Morena","PRD","PES","PAN","PRI",206,137,86,189,168
"1106","TIJUANA","X","0926","Coalicion","PRD","PES","PRI","PRI",765,503,280,538,444
"1107","TIJUANA","X","0944","Morena","Morena","PES","PRI","PRI",100,59,56,157,132
"1108","TIJUANA","X","0945","Morena","Morena","PES","PRI","PRI",173,95,61,171,160
"1109","TIJUANA","X","0946","Morena","PRD","PAN","PRI","PRI",86,56,44,98,73
"1110","TIJUANA","X","0947","Morena","PRD","PES","PAN","PAN",193,161,130,249,212
"1111","TIJUANA","X","0948","Morena","PRD","PAN","PAN","PRI",192,117,118,196,194
"1112","TIJUANA","X","0949","Morena","Morena","PAN","PRI","PRI",106,57,53,109,103
"1113","TIJUANA","X","0950","Morena","Morena","PAN","PRI","PRI",231,152,126,296,276
"1114","TIJUANA","X","0951","Morena","Morena","PRI","PRI","PRI",212,110,85,243,229
"1115","TIJUANA","X","0952","Morena","Morena","PRI","PRI","PRI",373,241,135,384,390
"1116","TIJUANA","X","0953","Morena","Morena","PAN","PAN","PRI",221,134,90,213,218
"1117","TIJUANA","X","0954","Morena","PRD","PAN","PRI","PRI",258,182,117,280,238
"1118","TIJUANA","X","0955","Morena","Morena","PES","PRI","PRI",125,108,69,186,172
"1119","TIJUANA","X","0979","Morena","PRD","PES","PRI","PRI",415,213,207,491,391
"1120","TIJUANA","X","0980","Morena","PRD","PAN","PAN","PRI",217,149,123,263,224
"1121","TIJUANA","X","0981","Morena","PRD","PES","PRI","PRI",235,176,131,271,215
"1122","TIJUANA","X","0982","Morena","Morena","PAN","PRI","PRI",174,98,83,157,148
"1123","TIJUANA","X","0983","Coalicion","Morena","PAN","PRI","PRI",156,162,148,315,309
"1124","TIJUANA","X","0984","Morena","Morena","PRI","PRI","PRI",165,102,75,218,182
"1125","TIJUANA","X","0985","Morena","Morena","PRI","PRI","PRI",207,134,85,229,199
"1126","TIJUANA","X","0986","Morena","Morena","PRI","PRI","PRI",146,112,85,196,176
"1127","TIJUANA","X","0987","Morena","Morena","PRI","PRI","PRI",239,161,109,265,245
"1128","TIJUANA","X","0988","Morena","Morena","PRI","PRI","PRI",269,189,145,355,310
"1129","TIJUANA","X","0989","Morena","PRD","PES","PAN","PRI",190,119,99,211,172
"1130","TIJUANA","X","0990","Morena","PRD","PAN","PRI","PAN",264,168,131,271,254
"1131","TIJUANA","X","0991","Morena","PRD","PAN","PAN","PAN",136,100,88,171,131
"1132","TIJUANA","X","0992","Morena","Morena","PES","PRI","PRI",143,93,80,157,137
"1133","TIJUANA","X","0993","Morena","PRD","PES","PRI","PAN",330,214,192,371,342
"1134","TIJUANA","X","0994","Morena","PRD","PES","PRI","PRI",280,205,152,335,302
"1135","TIJUANA","X","0995","Morena","Morena","PES","PRI","PRI",222,134,134,211,198
"1136","TIJUANA","X","1017","Morena","PRD","PAN","PRI","PRI",129,91,83,147,127
"1137","TIJUANA","X","1018","Morena","Morena","PAN","PRI","PRI",145,105,84,127,126
"1138","TIJUANA","X","1023","Morena","PRD","PAN","PAN","PAN",113,95,63,150,129
"1139","TIJUANA","X","1027","Morena","Morena","PES","PAN","PRI",146,106,63,148,155
"1140","TIJUANA","X","1028","Morena","Morena","PAN","PRI","PRI",141,103,92,146,149
"1141","TIJUANA","X","1029","Morena","Morena","PRI","PRI","PRI",119,93,105,202,176
"1142","TIJUANA","XI","0735","Morena","PRD","PES","PRI","PRI",394,254,216,424,318
"1143","TIJUANA","XI","0736","Morena","Morena","PES","PRI","PRI",210,127,77,248,196
"1144","TIJUANA","XI","0737","Coalicion","PRD","PAN","PAN","PRI",284,189,120,260,217
"1145","TIJUANA","XI","0738","Coalicion","PRD","PAN","PAN","PAN",205,155,113,231,208
"1146","TIJUANA","XI","0762","Morena","Morena","PES","PRI","PRI",229,146,95,246,245
"1147","TIJUANA","XI","0763","Morena","Morena","PES","PRI","PRI",231,156,101,302,311
"1148","TIJUANA","XI","0764","Morena","Morena","PAN","PRI","PRI",510,331,188,434,381
"1149","TIJUANA","XI","0765","Coalicion","PRD","PES","PAN","PAN",297,201,165,316,294
"1150","TIJUANA","XI","0796","Morena","PRD","PAN","PAN","PAN",229,168,142,272,276
"1151","TIJUANA","XI","0797","Morena","Morena","PES","PRI","PRI",393,235,160,407,353
"1152","TIJUANA","XI","0798","Morena","Morena","PRI","PRI","PRI",437,282,206,524,372
"1153","TIJUANA","XI","0799","Morena","Morena","PRI","PRI","PRI",190,131,85,232,205
"1154","TIJUANA","XI","0827","Morena","Morena","PAN","PRI","PRI",269,240,114,373,303
"1155","TIJUANA","XI","0828","Morena","Morena","PAN","PRI","PRI",154,144,89,218,215
"1156","TIJUANA","XI","0829","Morena","Morena","PAN","PRI","PRI",269,157,126,270,235
"1157","TIJUANA","XI","0831","Morena","Morena","PRI","PRI","PRI",424,248,111,412,336
"1158","TIJUANA","XI","0832","Morena","Morena","PRI","PRI","PRI",316,191,133,360,311
"1159","TIJUANA","XI","0833","Morena","Morena","PRI","PRI","PRI",262,179,123,308,274
"1160","TIJUANA","XI","0834","Morena","Morena","PAN","PRI","PRI",276,145,132,309,307
"1161","TIJUANA","XI","0842","Morena","Morena","PES","PRI","PRI",253,147,92,244,226
"1162","TIJUANA","XI","0843","Morena","Morena","PRI","PRI","PRI",707,401,284,784,576
"1163","TIJUANA","XI","0844","Morena","Morena","PRI","PRI","PRI",394,226,209,426,417
"1164","TIJUANA","XI","0845","Morena","Morena","PAN","PRI","PRI",131,77,84,215,164
"1165","TIJUANA","XI","0852","Morena","Morena","PRI","PRI","PRI",340,190,124,313,257
"1166","TIJUANA","XI","0853","Morena","Morena","PRI","PRI","PRI",370,246,124,327,329
"1167","TIJUANA","XI","0854","Morena","Morena","PES","PRI","PRI",915,569,331,984,837
"1168","TIJUANA","XI","0855","Morena","PRD","PRI","PRI","PRI",494,203,183,463,346
"1169","TIJUANA","XI","0856","Morena","Morena","PRI","PRI","PRI",521,345,218,622,534
"1170","TIJUANA","XI","0857","Morena","Morena","PRI","PRI","PAN",698,444,290,739,0
"1171","TIJUANA","XI","0857","Morena","Morena","PRI","PRI","PRI",698,444,290,739,457
"1172","TIJUANA","XI","0858","Morena","Morena","PES","PRI","PRI",1433,790,517,1219,905
"1173","TIJUANA","XI","0859","Morena","Morena","PAN","PRI","PRI",152,121,60,190,167
"1174","TIJUANA","XI","0860","Morena","Morena","PES","PRI","PRI",184,137,72,234,192
"1175","TIJUANA","XI","0864","Morena","Morena","PAN","PRI","PRI",139,79,56,156,146
"1176","TIJUANA","XI","1245","Coalicion","PRD","PES","PAN","PRI",502,441,299,329,277
"1177","TIJUANA","XI","1246","Coalicion","PRD","PES","PAN","PAN",393,272,182,307,255
"1178","TIJUANA","XI","1247","Coalicion","PRD","PES","PAN","PRI",343,202,172,305,257
"1179","TIJUANA","XI","1248","Coalicion","PRD","PES","PAN","PRI",351,206,161,254,200
"1180","TIJUANA","XI","1249","Coalicion","PRD","PES","PAN","PAN",508,325,205,401,317
"1181","TIJUANA","XI","1250","Coalicion","PRD","PES","PAN","PAN",542,304,195,405,319
"1182","TIJUANA","XI","1251","Coalicion","PRD","PES","PAN","PAN",277,191,163,305,264
"1183","TIJUANA","XI","1252","Coalicion","PRD","PES","PAN","PAN",379,233,184,316,258
"1184","TIJUANA","XI","1253","Coalicion","PRD","PES","PAN","PAN",417,267,196,343,271
"1185","TIJUANA","XI","1254","Coalicion","PRD","PES","PRI","PAN",412,284,187,388,350
"1186","TIJUANA","XI","1255","Coalicion","PRD","PES","PRI","PRI",279,198,147,264,246
"1187","TIJUANA","XI","1256","Morena","PRD","PES","PRI","PAN",273,169,158,257,207
"1188","TIJUANA","XI","1257","Morena","Morena","PAN","PRI","PRI",325,148,120,377,280
"1189","TIJUANA","XI","1258","Morena","Morena","PRI","PRI","PRI",234,134,97,312,311
"1190","TIJUANA","XI","1358","Coalicion","PRD","PES","PRI","PRI",358,194,118,232,206
"1191","TIJUANA","XI","1359","Coalicion","PRD","PES","PAN","PRI",336,247,217,295,213
"1192","TIJUANA","XI","1360","Coalicion","PRD","PES","PAN","PAN",224,144,84,151,137
"1193","TIJUANA","XI","1361","Coalicion","PRD","PES","PAN","PAN",267,196,153,248,217
"1194","TIJUANA","XI","1362","Coalicion","PRD","PES","PAN","PAN",248,159,139,235,181
"1195","TIJUANA","XI","1484","Coalicion","PRD","PES","PAN","PAN",693,410,231,312,200
"1196","TIJUANA","XI","1486","Morena","Morena","PAN","PAN","PRI",269,128,50,172,144
"1197","TIJUANA","XI","1487","Morena","Morena","PES","PRI","PRI",116,97,52,140,128
"1198","TIJUANA","XI","1488","Morena","Morena","PAN","PRI","PRI",234,131,80,211,181
"1199","TIJUANA","XI","1489","Morena","Morena","PES","PRI","PRI",146,85,43,134,120
"1200","TIJUANA","XI","1490","Morena","PRD","PES","PRI","PRI",286,153,121,260,225
"1201","TIJUANA","XI","1491","Morena","PRD","PAN","PRI","PRI",243,98,78,199,163
"1202","TIJUANA","XI","1492","Morena","Morena","PES","PAN","PAN",269,136,74,174,0
"1203","TIJUANA","XI","1493","Morena","PRI","PES","PRI","PRI",183,73,86,174,120
"1204","TIJUANA","XI","1494","Morena","PRD","PES","PRI","PRI",473,76,56,124,95
"1205","TIJUANA","XI","1495","Morena","Morena","PAN","PRI","PRI",161,104,59,178,135
"1206","TIJUANA","XI","1496","Morena","PRD","PES","PRI","PRI",157,100,72,144,99
"1207","TIJUANA","XI","1497","Coalicion","PRD","PES","PAN","PAN",881,445,231,334,146
"1208","TIJUANA","XI","1498","Morena","PRD","PES","PRI","PAN",2141,1297,837,987,471
"1209","TIJUANA","XI","1499","Coalicion","PRD","PES","PRI","PRI",1091,749,371,355,182
"1210","TIJUANA","XI","1500","Morena","PRD","PES","PRI","PAN",200,117,86,160,110
"1211","TIJUANA","XI","1501","Morena","Morena","PES","PAN","PAN",169,120,79,122,101
"1212","TIJUANA","XI","1502","Morena","PRD","PES","PAN","PAN",179,165,128,178,152
"1213","TIJUANA","XI","1503","Coalicion","PRD","PES","PAN","PAN",289,270,96,147,97
"1214","TIJUANA","XI","1504","Morena","PRD","PES","PRI","PAN",257,157,102,203,97
"1215","TIJUANA","XI","1505","Morena","Morena","PES","PRI","PRI",249,143,97,152,118
"1216","TIJUANA","XI","1506","Morena","Morena","PES","PRI","PRI",106,71,69,92,73
"1217","TIJUANA","XI","1507","Coalicion","PRD","PES","PRI","PRI",102,90,80,120,95
"1218","TIJUANA","XI","1508","Morena","PRD","PES","PAN","PAN",144,98,72,116,77
"1219","TIJUANA","XI","1509","Morena","Morena","PES","PRI","PRI",106,77,35,85,74
"1220","TIJUANA","XI","1510","Morena","Morena","PAN","PRI","PRI",194,119,76,158,109
"1221","TIJUANA","XI","1511","Morena","Morena","PES","PRI","PRI",168,89,65,154,126
"1222","TIJUANA","XI","1512","Morena","Morena","PES","PRI","PRI",119,106,51,150,96
"1223","TIJUANA","XI","1513","PES","PRD","PES","PRI","PRI",71,82,55,103,79
"1224","TIJUANA","XI","1514","Morena","Morena","PES","PAN","PAN",117,84,50,108,82
"1225","TIJUANA","XI","1515","Morena","PRD","PES","PAN","PAN",136,102,69,117,68
"1226","TIJUANA","XI","1516","Morena","Morena","PES","PAN","PAN",184,96,72,139,100
"1227","TIJUANA","XI","1517","Morena","PRD","PES","PAN","PAN",110,74,55,84,57
"1228","TIJUANA","XI","1518","Morena","PRD","PES","PRI","PRI",319,239,148,264,166
"1229","TIJUANA","XI","1519","Morena","PRD","PES","PRI","PRI",171,140,209,170,91
"1230","TIJUANA","XI","1521","Morena","Morena","PES","PRI","PRI",199,126,73,138,100
"1231","TIJUANA","XI","1522","Morena","Morena","PES","PAN","PAN",293,157,97,165,133
"1232","TIJUANA","XI","1523","Morena","PRD","PES","PAN","PAN",572,433,298,435,262
"1233","TIJUANA","XI","1524","Morena","Morena","PES","PRI","PRI",347,226,132,206,135
"1234","TIJUANA","XI","1525","Morena","Morena","PAN","PRI","PAN",240,130,92,163,149
"1235","TIJUANA","XII","0966","Coalicion","PRD","PES","PRI","PRI",237,190,129,268,269
"1236","TIJUANA","XII","0967","Coalicion","PRD","PES","PAN","PAN",102,67,45,112,101
"1237","TIJUANA","XII","0968","Coalicion","PRD","PAN","PAN","PRI",422,286,107,216,164
"1238","TIJUANA","XII","0969","Coalicion","Morena","PAN","PAN","PRI",98,57,62,142,144
"1239","TIJUANA","XII","1000","Morena","PRD","PAN","PRI","PRI",138,89,55,158,107
"1240","TIJUANA","XII","1001","Morena","Morena","PAN","PAN","PAN",292,190,152,262,222
"1241","TIJUANA","XII","1002","Coalicion","PRD","PAN","PAN","PAN",263,195,141,284,256
"1242","TIJUANA","XII","1003","Coalicion","PRD","PES","PAN","PAN",246,201,131,280,241
"1243","TIJUANA","XII","1004","Coalicion","PRD","PES","PAN","PAN",208,156,119,240,182
"1244","TIJUANA","XII","1013","Morena","PRD","PES","PAN","PAN",271,231,134,282,244
"1245","TIJUANA","XII","1031","Morena","Morena","PAN","PRI","PRI",573,328,215,457,340
"1246","TIJUANA","XII","1032","Coalicion","PRD","PRI","PRI","PRI",130,93,423,164,152
"1247","TIJUANA","XII","1036","Coalicion","Morena","PAN","PRI","PRI",83,94,62,166,183
"1248","TIJUANA","XII","1037","Morena","PRD","PES","PRI","PRI",198,124,98,216,183
"1249","TIJUANA","XII","1165","Morena","Morena","PAN","PRI","PRI",184,96,72,217,187
"1250","TIJUANA","XII","1166","Morena","Morena","PAN","PRI","PRI",408,218,111,323,316
"1251","TIJUANA","XII","1167","Morena","Morena","PAN","PRI","PRI",335,176,155,361,363
"1252","TIJUANA","XII","1168","Morena","Morena","PRI","PRI","PRI",524,216,172,535,512
"1253","TIJUANA","XII","1195","Morena","Morena","PRI","PRI","PRI",380,207,125,469,406
"1254","TIJUANA","XII","1197","Morena","Morena","PES","PRI","PRI",270,176,57,258,270
"1255","TIJUANA","XII","1198","Morena","Morena","PRI","PRI","PRI",470,252,194,580,531
"1256","TIJUANA","XII","1199","Morena","Morena","PAN","PAN","PAN",241,149,145,257,248
"1257","TIJUANA","XII","1200","Morena","Morena","PAN","PRI","PRI",382,200,133,424,417
"1258","TIJUANA","XII","1201","Morena","Morena","PAN","PRI","PRI",544,267,218,415,444
"1259","TIJUANA","XII","1202","Morena","Morena","PAN","PRI","PAN",549,277,243,482,427
"1260","TIJUANA","XII","1203","Morena","Morena","PAN","PRI","PAN",474,242,199,377,317
"1261","TIJUANA","XII","1204","Morena","Morena","PES","PRI","PRI",513,223,147,391,403
"1262","TIJUANA","XII","1205","Coalicion","PRD","PES","PRI","PAN",1608,1070,690,1072,690
"1263","TIJUANA","XII","1206","Morena","PRD","PES","PRI","PRI",210,155,92,258,259
"1264","TIJUANA","XII","1207","Morena","Morena","PAN","PAN","PRI",87,57,30,67,59
"1265","TIJUANA","XII","1208","Morena","Morena","PES","PRI","PRI",151,85,59,125,122
"1266","TIJUANA","XII","1209","Morena","Morena","PES","PRI","PRI",559,328,173,401,316
"1267","TIJUANA","XII","1210","Morena","Morena","PRI","PRI","PRI",405,217,143,331,348
"1268","TIJUANA","XII","1211","Morena","Morena","PAN","PRI","PRI",276,187,136,252,252
"1269","TIJUANA","XII","1212","Morena","Morena","PRI","PRI","PRI",452,289,200,498,470
"1270","TIJUANA","XII","1240","Morena","Morena","PRI","PRI","PRI",314,188,147,398,386
"1271","TIJUANA","XII","1241","Morena","Morena","PRI","PRI","PRI",292,204,88,325,318
"1272","TIJUANA","XII","1242","Morena","Morena","PES","PRI","PRI",666,360,187,747,749
"1273","TIJUANA","XII","1243","Morena","Morena","PAN","PRI","PRI",221,141,77,211,202
"1274","TIJUANA","XII","1244","Morena","Morena","PRI","PRI","PRI",509,299,197,463,456
"1275","TIJUANA","XII","1274","Morena","Morena","PAN","PRI","PAN",294,199,110,273,222
"1276","TIJUANA","XII","1283","Morena","Morena","PAN","PRI","PRI",176,103,69,206,155
"1277","TIJUANA","XII","1284","Morena","Morena","PES","PRI","PAN",589,474,294,737,616
"1278","TIJUANA","XII","1285","Morena","Morena","PES","PRI","PRI",688,262,244,616,426
"1279","TIJUANA","XII","1286","Morena","Morena","PES","PRI","PRI",685,369,183,652,508
"1280","TIJUANA","XII","1287","Morena","Morena","PRI","PRI","PRI",534,279,166,491,341
"1281","TIJUANA","XII","1288","Morena","Morena","PAN","PRI","PRI",535,296,214,477,346
"1282","TIJUANA","XII","1289","Morena","PRD","PES","PRI","PAN",1190,632,397,1007,748
"1283","TIJUANA","XII","1343","Morena","Morena","PES","PRI","PRI",233,145,110,279,236
"1284","TIJUANA","XII","1344","Morena","Morena","PES","PRI","PRI",132,109,70,181,156
"1285","TIJUANA","XII","1345","Morena","Morena","PRI","PRI","PRI",328,233,125,324,289
"1286","TIJUANA","XII","1346","Morena","Morena","PES","PRI","PRI",305,193,100,296,270
"1287","TIJUANA","XII","1347","Morena","Morena","PAN","PRI","PRI",253,229,135,333,358
"1288","TIJUANA","XII","1348","Morena","Morena","PAN","PRI","PRI",546,290,225,571,483
"1289","TIJUANA","XII","1349","Morena","Morena","PAN","PRI","PRI",814,400,283,795,640
"1290","TIJUANA","XII","1350","Morena","Morena","PRI","PRI","PRI",726,373,259,563,468
"1291","TIJUANA","XII","1351","Morena","Morena","PAN","PRI","PRI",594,335,234,524,343
"1292","TIJUANA","XII","1352","Morena","Morena","PRI","PRI","PRI",213,135,90,174,219
"1293","TIJUANA","XII","1355","Morena","Morena","PRI","PRI","PRI",162,92,57,139,120
"1294","TIJUANA","XII","1357","Morena","Morena","PRI","PRI","PRI",300,141,103,239,256
"1295","TIJUANA","XIII","1005","Coalicion","PRD","PAN","PRI","PRI",224,159,96,202,163
"1296","TIJUANA","XIII","1006","Morena","PRD","PAN","PAN","PRI",132,82,54,138,129
"1297","TIJUANA","XIII","1007","Morena","PRD","PES","PRI","PAN",176,130,98,217,176
"1298","TIJUANA","XIII","1008","Coalicion","PRD","PES","PAN","PAN",122,88,66,147,139
"1299","TIJUANA","XIII","1009","Coalicion","PRD","PES","PRI","PRI",191,156,80,217,196
"1300","TIJUANA","XIII","1010","Morena","PRD","PAN","PAN","PRI",130,74,54,117,97
"1301","TIJUANA","XIII","1011","Morena","PRD","PAN","PRI","PRI",336,134,146,370,290
"1302","TIJUANA","XIII","1012","Morena","PRD","PES","PAN","PAN",162,131,80,194,182
"1303","TIJUANA","XIII","1033","Morena","PRD","PAN","PAN","PAN",180,148,99,262,193
"1304","TIJUANA","XIII","1034","Morena","PRD","PRI","PRI","PRI",315,208,146,379,320
"1305","TIJUANA","XIII","1035","Coalicion","PRD","PAN","PAN","PAN",162,118,77,201,180
"1306","TIJUANA","XIII","1169","Morena","Morena","PAN","PAN","PAN",503,279,205,546,458
"1307","TIJUANA","XIII","1170","Morena","Morena","PAN","PAN","PAN",252,144,107,242,211
"1308","TIJUANA","XIII","1171","Coalicion","PRD","PES","PAN","PAN",512,431,263,494,431
